Main Clock Divider,TCCx Prescaler,Resolution,PWM Frequency
3,1,5000,6400.00
5,1,3000,6400.00
3,2,2500,6400.00
6,1,2500,6400.00
5,2,1500,6400.00
10,1,1500,6400.00
15,1,1000,6400.00
25,1,600,6400.00
15,2,500,6400.00
30,1,500,6400.00
25,2,300,6400.00
50,1,300,6400.00
75,1,200,6400.00
75,2,100,6400.00
150,1,100,6400.00
1,1,15100,6357.62
151,1,100,6357.62
1,1,15200,6315.79
1,2,7600,6315.79
2,1,7600,6315.79
1,4,3800,6315.79
2,2,3800,6315.79
4,1,3800,6315.79
1,8,1900,6315.79
2,4,1900,6315.79
4,2,1900,6315.79
8,1,1900,6315.79
19,1,800,6315.79
19,2,400,6315.79
38,1,400,6315.79
19,4,200,6315.79
38,2,200,6315.79
76,1,200,6315.79
19,8,100,6315.79
38,4,100,6315.79
76,2,100,6315.79
152,1,100,6315.79
1,1,15300,6274.51
3,1,5100,6274.51
9,1,1700,6274.51
17,1,900,6274.51
51,1,300,6274.51
153,1,100,6274.51
1,1,15400,6233.77
1,2,7700,6233.77
2,1,7700,6233.77
7,1,2200,6233.77
11,1,1400,6233.77
7,2,1100,6233.77
14,1,1100,6233.77
11,2,700,6233.77
22,1,700,6233.77
77,1,200,6233.77
77,2,100,6233.77
154,1,100,6233.77
1,1,15500,6193.55
5,1,3100,6193.55
31,1,500,6193.55
155,1,100,6193.55
1,1,15600,6153.85
1,2,7800,6153.85
2,1,7800,6153.85
3,1,5200,6153.85
1,4,3900,6153.85
2,2,3900,6153.85
4,1,3900,6153.85
3,2,2600,6153.85
6,1,2600,6153.85
3,4,1300,6153.85
6,2,1300,6153.85
12,1,1300,6153.85
13,1,1200,6153.85
13,2,600,6153.85
26,1,600,6153.85
39,1,400,6153.85
13,4,300,6153.85
26,2,300,6153.85
52,1,300,6153.85
39,2,200,6153.85
78,1,200,6153.85
39,4,100,6153.85
78,2,100,6153.85
156,1,100,6153.85
1,1,15700,6114.65
157,1,100,6114.65
1,1,15800,6075.95
1,2,7900,6075.95
2,1,7900,6075.95
79,1,200,6075.95
79,2,100,6075.95
158,1,100,6075.95
1,1,15900,6037.74
3,1,5300,6037.74
53,1,300,6037.74
159,1,100,6037.74
1,1,16000,6000.00
1,2,8000,6000.00
2,1,8000,6000.00
1,4,4000,6000.00
2,2,4000,6000.00
4,1,4000,6000.00
5,1,3200,6000.00
1,8,2000,6000.00
2,4,2000,6000.00
4,2,2000,6000.00
8,1,2000,6000.00
5,2,1600,6000.00
10,1,1600,6000.00
1,16,1000,6000.00
2,8,1000,6000.00
4,4,1000,6000.00
8,2,1000,6000.00
16,1,1000,6000.00
5,4,800,6000.00
10,2,800,6000.00
20,1,800,6000.00
2,16,500,6000.00
4,8,500,6000.00
8,4,500,6000.00
16,2,500,6000.00
32,1,500,6000.00
5,8,400,6000.00
10,4,400,6000.00
20,2,400,6000.00
40,1,400,6000.00
5,16,200,6000.00
10,8,200,6000.00
20,4,200,6000.00
40,2,200,6000.00
80,1,200,6000.00
10,16,100,6000.00
20,8,100,6000.00
40,4,100,6000.00
80,2,100,6000.00
160,1,100,6000.00
1,1,16100,5962.73
7,1,2300,5962.73
23,1,700,5962.73
161,1,100,5962.73
1,1,16200,5925.93
1,2,8100,5925.93
2,1,8100,5925.93
3,1,5400,5925.93
3,2,2700,5925.93
6,1,2700,5925.93
9,1,1800,5925.93
9,2,900,5925.93
18,1,900,5925.93
27,1,600,5925.93
27,2,300,5925.93
54,1,300,5925.93
81,1,200,5925.93
81,2,100,5925.93
162,1,100,5925.93
1,1,16300,5889.57
163,1,100,5889.57
1,1,16400,5853.66
1,2,8200,5853.66
2,1,8200,5853.66
1,4,4100,5853.66
2,2,4100,5853.66
4,1,4100,5853.66
41,1,400,5853.66
41,2,200,5853.66
82,1,200,5853.66
41,4,100,5853.66
82,2,100,5853.66
164,1,100,5853.66
1,1,16500,5818.18
3,1,5500,5818.18
5,1,3300,5818.18
11,1,1500,5818.18
15,1,1100,5818.18
33,1,500,5818.18
55,1,300,5818.18
165,1,100,5818.18
1,1,16600,5783.13
1,2,8300,5783.13
2,1,8300,5783.13
83,1,200,5783.13
83,2,100,5783.13
166,1,100,5783.13
1,1,16700,5748.50
167,1,100,5748.50
1,1,16800,5714.29
1,2,8400,5714.29
2,1,8400,5714.29
3,1,5600,5714.29
1,4,4200,5714.29
2,2,4200,5714.29
4,1,4200,5714.29
3,2,2800,5714.29
6,1,2800,5714.29
7,1,2400,5714.29
1,8,2100,5714.29
2,4,2100,5714.29
4,2,2100,5714.29
8,1,2100,5714.29
3,4,1400,5714.29
6,2,1400,5714.29
12,1,1400,5714.29
7,2,1200,5714.29
14,1,1200,5714.29
21,1,800,5714.29
3,8,700,5714.29
6,4,700,5714.29
12,2,700,5714.29
24,1,700,5714.29
7,4,600,5714.29
14,2,600,5714.29
28,1,600,5714.29
21,2,400,5714.29
42,1,400,5714.29
7,8,300,5714.29
14,4,300,5714.29
28,2,300,5714.29
56,1,300,5714.29
21,4,200,5714.29
42,2,200,5714.29
84,1,200,5714.29
21,8,100,5714.29
42,4,100,5714.29
84,2,100,5714.29
168,1,100,5714.29
1,1,16900,5680.47
13,1,1300,5680.47
169,1,100,5680.47
1,1,17000,5647.06
1,2,8500,5647.06
2,1,8500,5647.06
5,1,3400,5647.06
5,2,1700,5647.06
10,1,1700,5647.06
17,1,1000,5647.06
17,2,500,5647.06
34,1,500,5647.06
85,1,200,5647.06
85,2,100,5647.06
170,1,100,5647.06
1,1,17100,5614.04
3,1,5700,5614.04
9,1,1900,5614.04
19,1,900,5614.04
57,1,300,5614.04
171,1,100,5614.04
1,1,17200,5581.40
1,2,8600,5581.40
2,1,8600,5581.40
1,4,4300,5581.40
2,2,4300,5581.40
4,1,4300,5581.40
43,1,400,5581.40
43,2,200,5581.40
86,1,200,5581.40
43,4,100,5581.40
86,2,100,5581.40
172,1,100,5581.40
1,1,17300,5549.13
173,1,100,5549.13
1,1,17400,5517.24
1,2,8700,5517.24
2,1,8700,5517.24
3,1,5800,5517.24
3,2,2900,5517.24
6,1,2900,5517.24
29,1,600,5517.24
29,2,300,5517.24
58,1,300,5517.24
87,1,200,5517.24
87,2,100,5517.24
174,1,100,5517.24
1,1,17500,5485.71
5,1,3500,5485.71
7,1,2500,5485.71
25,1,700,5485.71
35,1,500,5485.71
175,1,100,5485.71
1,1,17600,5454.55
1,2,8800,5454.55
2,1,8800,5454.55
1,4,4400,5454.55
2,2,4400,5454.55
4,1,4400,5454.55
1,8,2200,5454.55
2,4,2200,5454.55
4,2,2200,5454.55
8,1,2200,5454.55
11,1,1600,5454.55
1,16,1100,5454.55
2,8,1100,5454.55
4,4,1100,5454.55
8,2,1100,5454.55
16,1,1100,5454.55
11,2,800,5454.55
22,1,800,5454.55
11,4,400,5454.55
22,2,400,5454.55
44,1,400,5454.55
11,8,200,5454.55
22,4,200,5454.55
44,2,200,5454.55
88,1,200,5454.55
11,16,100,5454.55
22,8,100,5454.55
44,4,100,5454.55
88,2,100,5454.55
176,1,100,5454.55
1,1,17700,5423.73
3,1,5900,5423.73
59,1,300,5423.73
177,1,100,5423.73
1,1,17800,5393.26
1,2,8900,5393.26
2,1,8900,5393.26
89,1,200,5393.26
89,2,100,5393.26
178,1,100,5393.26
1,1,17900,5363.13
179,1,100,5363.13
1,1,18000,5333.33
1,2,9000,5333.33
2,1,9000,5333.33
3,1,6000,5333.33
1,4,4500,5333.33
2,2,4500,5333.33
4,1,4500,5333.33
5,1,3600,5333.33
3,2,3000,5333.33
6,1,3000,5333.33
9,1,2000,5333.33
5,2,1800,5333.33
10,1,1800,5333.33
3,4,1500,5333.33
6,2,1500,5333.33
12,1,1500,5333.33
15,1,1200,5333.33
9,2,1000,5333.33
18,1,1000,5333.33
5,4,900,5333.33
10,2,900,5333.33
20,1,900,5333.33
15,2,600,5333.33
30,1,600,5333.33
9,4,500,5333.33
18,2,500,5333.33
36,1,500,5333.33
45,1,400,5333.33
15,4,300,5333.33
30,2,300,5333.33
60,1,300,5333.33
45,2,200,5333.33
90,1,200,5333.33
45,4,100,5333.33
90,2,100,5333.33
180,1,100,5333.33
1,1,18100,5303.87
181,1,100,5303.87
1,1,18200,5274.73
1,2,9100,5274.73
2,1,9100,5274.73
7,1,2600,5274.73
13,1,1400,5274.73
7,2,1300,5274.73
14,1,1300,5274.73
13,2,700,5274.73
26,1,700,5274.73
91,1,200,5274.73
91,2,100,5274.73
182,1,100,5274.73
1,1,18300,5245.90
3,1,6100,5245.90
61,1,300,5245.90
183,1,100,5245.90
1,1,18400,5217.39
1,2,9200,5217.39
2,1,9200,5217.39
1,4,4600,5217.39
2,2,4600,5217.39
4,1,4600,5217.39
1,8,2300,5217.39
2,4,2300,5217.39
4,2,2300,5217.39
8,1,2300,5217.39
23,1,800,5217.39
23,2,400,5217.39
46,1,400,5217.39
23,4,200,5217.39
46,2,200,5217.39
92,1,200,5217.39
23,8,100,5217.39
46,4,100,5217.39
92,2,100,5217.39
184,1,100,5217.39
1,1,18500,5189.19
5,1,3700,5189.19
37,1,500,5189.19
185,1,100,5189.19
1,1,18600,5161.29
1,2,9300,5161.29
2,1,9300,5161.29
3,1,6200,5161.29
3,2,3100,5161.29
6,1,3100,5161.29
31,1,600,5161.29
31,2,300,5161.29
62,1,300,5161.29
93,1,200,5161.29
93,2,100,5161.29
186,1,100,5161.29
1,1,18700,5133.69
11,1,1700,5133.69
17,1,1100,5133.69
187,1,100,5133.69
1,1,18800,5106.38
1,2,9400,5106.38
2,1,9400,5106.38
1,4,4700,5106.38
2,2,4700,5106.38
4,1,4700,5106.38
47,1,400,5106.38
47,2,200,5106.38
94,1,200,5106.38
47,4,100,5106.38
94,2,100,5106.38
188,1,100,5106.38
1,1,18900,5079.37
3,1,6300,5079.37
7,1,2700,5079.37
9,1,2100,5079.37
21,1,900,5079.37
27,1,700,5079.37
63,1,300,5079.37
189,1,100,5079.37
1,1,19000,5052.63
1,2,9500,5052.63
2,1,9500,5052.63
5,1,3800,5052.63
5,2,1900,5052.63
10,1,1900,5052.63
19,1,1000,5052.63
19,2,500,5052.63
38,1,500,5052.63
95,1,200,5052.63
95,2,100,5052.63
190,1,100,5052.63
1,1,19100,5026.18
191,1,100,5026.18
1,1,19200,5000.00
1,2,9600,5000.00
2,1,9600,5000.00
3,1,6400,5000.00
1,4,4800,5000.00
2,2,4800,5000.00
4,1,4800,5000.00
3,2,3200,5000.00
6,1,3200,5000.00
1,8,2400,5000.00
2,4,2400,5000.00
4,2,2400,5000.00
8,1,2400,5000.00
3,4,1600,5000.00
6,2,1600,5000.00
12,1,1600,5000.00
1,16,1200,5000.00
2,8,1200,5000.00
4,4,1200,5000.00
8,2,1200,5000.00
16,1,1200,5000.00
3,8,800,5000.00
6,4,800,5000.00
12,2,800,5000.00
24,1,800,5000.00
2,16,600,5000.00
4,8,600,5000.00
8,4,600,5000.00
16,2,600,5000.00
32,1,600,5000.00
3,16,400,5000.00
6,8,400,5000.00
12,4,400,5000.00
24,2,400,5000.00
48,1,400,5000.00
1,64,300,5000.00
4,16,300,5000.00
8,8,300,5000.00
16,4,300,5000.00
32,2,300,5000.00
64,1,300,5000.00
6,16,200,5000.00
12,8,200,5000.00
24,4,200,5000.00
48,2,200,5000.00
96,1,200,5000.00
3,64,100,5000.00
12,16,100,5000.00
24,8,100,5000.00
48,4,100,5000.00
96,2,100,5000.00
192,1,100,5000.00
1,1,19300,4974.09
193,1,100,4974.09
1,1,19400,4948.45
1,2,9700,4948.45
2,1,9700,4948.45
97,1,200,4948.45
97,2,100,4948.45
194,1,100,4948.45
1,1,19500,4923.08
3,1,6500,4923.08
5,1,3900,4923.08
13,1,1500,4923.08
15,1,1300,4923.08
39,1,500,4923.08
65,1,300,4923.08
195,1,100,4923.08
1,1,19600,4897.96
1,2,9800,4897.96
2,1,9800,4897.96
1,4,4900,4897.96
2,2,4900,4897.96
4,1,4900,4897.96
7,1,2800,4897.96
7,2,1400,4897.96
14,1,1400,4897.96
7,4,700,4897.96
14,2,700,4897.96
28,1,700,4897.96
49,1,400,4897.96
49,2,200,4897.96
98,1,200,4897.96
49,4,100,4897.96
98,2,100,4897.96
196,1,100,4897.96
1,1,19700,4873.10
197,1,100,4873.10
1,1,19800,4848.48
1,2,9900,4848.48
2,1,9900,4848.48
3,1,6600,4848.48
3,2,3300,4848.48
6,1,3300,4848.48
9,1,2200,4848.48
11,1,1800,4848.48
9,2,1100,4848.48
18,1,1100,4848.48
11,2,900,4848.48
22,1,900,4848.48
33,1,600,4848.48
33,2,300,4848.48
66,1,300,4848.48
99,1,200,4848.48
99,2,100,4848.48
198,1,100,4848.48
1,1,19900,4824.12
199,1,100,4824.12
1,1,20000,4800.00
1,2,10000,4800.00
2,1,10000,4800.00
1,4,5000,4800.00
2,2,5000,4800.00
4,1,5000,4800.00
5,1,4000,4800.00
1,8,2500,4800.00
2,4,2500,4800.00
4,2,2500,4800.00
8,1,2500,4800.00
5,2,2000,4800.00
10,1,2000,4800.00
5,4,1000,4800.00
10,2,1000,4800.00
20,1,1000,4800.00
25,1,800,4800.00
5,8,500,4800.00
10,4,500,4800.00
20,2,500,4800.00
40,1,500,4800.00
25,2,400,4800.00
50,1,400,4800.00
25,4,200,4800.00
50,2,200,4800.00
100,1,200,4800.00
25,8,100,4800.00
50,4,100,4800.00
100,2,100,4800.00
200,1,100,4800.00
1,1,20100,4776.12
3,1,6700,4776.12
67,1,300,4776.12
201,1,100,4776.12
1,1,20200,4752.48
1,2,10100,4752.48
2,1,10100,4752.48
101,1,200,4752.48
101,2,100,4752.48
202,1,100,4752.48
1,1,20300,4729.06
7,1,2900,4729.06
29,1,700,4729.06
203,1,100,4729.06
1,1,20400,4705.88
1,2,10200,4705.88
2,1,10200,4705.88
3,1,6800,4705.88
1,4,5100,4705.88
2,2,5100,4705.88
4,1,5100,4705.88
3,2,3400,4705.88
6,1,3400,4705.88
3,4,1700,4705.88
6,2,1700,4705.88
12,1,1700,4705.88
17,1,1200,4705.88
17,2,600,4705.88
34,1,600,4705.88
51,1,400,4705.88
17,4,300,4705.88
34,2,300,4705.88
68,1,300,4705.88
51,2,200,4705.88
102,1,200,4705.88
51,4,100,4705.88
102,2,100,4705.88
204,1,100,4705.88
1,1,20500,4682.93
5,1,4100,4682.93
41,1,500,4682.93
205,1,100,4682.93
1,1,20600,4660.19
1,2,10300,4660.19
2,1,10300,4660.19
103,1,200,4660.19
103,2,100,4660.19
206,1,100,4660.19
1,1,20700,4637.68
3,1,6900,4637.68
9,1,2300,4637.68
23,1,900,4637.68
69,1,300,4637.68
207,1,100,4637.68
1,1,20800,4615.38
1,2,10400,4615.38
2,1,10400,4615.38
1,4,5200,4615.38
2,2,5200,4615.38
4,1,5200,4615.38
1,8,2600,4615.38
2,4,2600,4615.38
4,2,2600,4615.38
8,1,2600,4615.38
13,1,1600,4615.38
1,16,1300,4615.38
2,8,1300,4615.38
4,4,1300,4615.38
8,2,1300,4615.38
16,1,1300,4615.38
13,2,800,4615.38
26,1,800,4615.38
13,4,400,4615.38
26,2,400,4615.38
52,1,400,4615.38
13,8,200,4615.38
26,4,200,4615.38
52,2,200,4615.38
104,1,200,4615.38
13,16,100,4615.38
26,8,100,4615.38
52,4,100,4615.38
104,2,100,4615.38
208,1,100,4615.38
1,1,20900,4593.30
11,1,1900,4593.30
19,1,1100,4593.30
209,1,100,4593.30
1,1,21000,4571.43
1,2,10500,4571.43
2,1,10500,4571.43
3,1,7000,4571.43
5,1,4200,4571.43
3,2,3500,4571.43
6,1,3500,4571.43
7,1,3000,4571.43
5,2,2100,4571.43
10,1,2100,4571.43
7,2,1500,4571.43
14,1,1500,4571.43
15,1,1400,4571.43
21,1,1000,4571.43
15,2,700,4571.43
30,1,700,4571.43
35,1,600,4571.43
21,2,500,4571.43
42,1,500,4571.43
35,2,300,4571.43
70,1,300,4571.43
105,1,200,4571.43
105,2,100,4571.43
210,1,100,4571.43
1,1,21100,4549.76
211,1,100,4549.76
1,1,21200,4528.30
1,2,10600,4528.30
2,1,10600,4528.30
1,4,5300,4528.30
2,2,5300,4528.30
4,1,5300,4528.30
53,1,400,4528.30
53,2,200,4528.30
106,1,200,4528.30
53,4,100,4528.30
106,2,100,4528.30
212,1,100,4528.30
1,1,21300,4507.04
3,1,7100,4507.04
71,1,300,4507.04
213,1,100,4507.04
1,1,21400,4485.98
1,2,10700,4485.98
2,1,10700,4485.98
107,1,200,4485.98
107,2,100,4485.98
214,1,100,4485.98
1,1,21500,4465.12
5,1,4300,4465.12
43,1,500,4465.12
215,1,100,4465.12
139,256,120700,4464.29
1,1,21600,4444.44
1,2,10800,4444.44
2,1,10800,4444.44
3,1,7200,4444.44
1,4,5400,4444.44
2,2,5400,4444.44
4,1,5400,4444.44
3,2,3600,4444.44
6,1,3600,4444.44
1,8,2700,4444.44
2,4,2700,4444.44
4,2,2700,4444.44
8,1,2700,4444.44
9,1,2400,4444.44
3,4,1800,4444.44
6,2,1800,4444.44
12,1,1800,4444.44
9,2,1200,4444.44
18,1,1200,4444.44
3,8,900,4444.44
6,4,900,4444.44
12,2,900,4444.44
24,1,900,4444.44
27,1,800,4444.44
9,4,600,4444.44
18,2,600,4444.44
36,1,600,4444.44
27,2,400,4444.44
54,1,400,4444.44
9,8,300,4444.44
18,4,300,4444.44
36,2,300,4444.44
72,1,300,4444.44
27,4,200,4444.44
54,2,200,4444.44
108,1,200,4444.44
27,8,100,4444.44
54,4,100,4444.44
108,2,100,4444.44
216,1,100,4444.44
1,1,21700,4423.96
7,1,3100,4423.96
31,1,700,4423.96
217,1,100,4423.96
1,1,21800,4403.67
1,2,10900,4403.67
2,1,10900,4403.67
109,1,200,4403.67
109,2,100,4403.67
218,1,100,4403.67
1,1,21900,4383.56
3,1,7300,4383.56
73,1,300,4383.56
219,1,100,4383.56
1,1,22000,4363.64
1,2,11000,4363.64
2,1,11000,4363.64
1,4,5500,4363.64
2,2,5500,4363.64
4,1,5500,4363.64
5,1,4400,4363.64
5,2,2200,4363.64
10,1,2200,4363.64
11,1,2000,4363.64
5,4,1100,4363.64
10,2,1100,4363.64
20,1,1100,4363.64
11,2,1000,4363.64
22,1,1000,4363.64
11,4,500,4363.64
22,2,500,4363.64
44,1,500,4363.64
55,1,400,4363.64
55,2,200,4363.64
110,1,200,4363.64
55,4,100,4363.64
110,2,100,4363.64
220,1,100,4363.64
1,1,22100,4343.89
13,1,1700,4343.89
17,1,1300,4343.89
221,1,100,4343.89
1,1,22200,4324.32
1,2,11100,4324.32
2,1,11100,4324.32
3,1,7400,4324.32
3,2,3700,4324.32
6,1,3700,4324.32
37,1,600,4324.32
37,2,300,4324.32
74,1,300,4324.32
111,1,200,4324.32
111,2,100,4324.32
222,1,100,4324.32
1,1,22300,4304.93
223,1,100,4304.93
1,1,22400,4285.71
1,2,11200,4285.71
2,1,11200,4285.71
1,4,5600,4285.71
2,2,5600,4285.71
4,1,5600,4285.71
7,1,3200,4285.71
1,8,2800,4285.71
2,4,2800,4285.71
4,2,2800,4285.71
8,1,2800,4285.71
7,2,1600,4285.71
14,1,1600,4285.71
1,16,1400,4285.71
2,8,1400,4285.71
4,4,1400,4285.71
8,2,1400,4285.71
16,1,1400,4285.71
7,4,800,4285.71
14,2,800,4285.71
28,1,800,4285.71
2,16,700,4285.71
4,8,700,4285.71
8,4,700,4285.71
16,2,700,4285.71
32,1,700,4285.71
7,8,400,4285.71
14,4,400,4285.71
28,2,400,4285.71
56,1,400,4285.71
7,16,200,4285.71
14,8,200,4285.71
28,4,200,4285.71
56,2,200,4285.71
112,1,200,4285.71
14,16,100,4285.71
28,8,100,4285.71
56,4,100,4285.71
112,2,100,4285.71
224,1,100,4285.71
1,1,22500,4266.67
3,1,7500,4266.67
5,1,4500,4266.67
9,1,2500,4266.67
15,1,1500,4266.67
25,1,900,4266.67
45,1,500,4266.67
75,1,300,4266.67
225,1,100,4266.67
1,1,22600,4247.79
1,2,11300,4247.79
2,1,11300,4247.79
113,1,200,4247.79
113,2,100,4247.79
226,1,100,4247.79
1,1,22700,4229.07
227,1,100,4229.07
1,1,22800,4210.53
1,2,11400,4210.53
2,1,11400,4210.53
3,1,7600,4210.53
1,4,5700,4210.53
2,2,5700,4210.53
4,1,5700,4210.53
3,2,3800,4210.53
6,1,3800,4210.53
3,4,1900,4210.53
6,2,1900,4210.53
12,1,1900,4210.53
19,1,1200,4210.53
19,2,600,4210.53
38,1,600,4210.53
57,1,400,4210.53
19,4,300,4210.53
38,2,300,4210.53
76,1,300,4210.53
57,2,200,4210.53
114,1,200,4210.53
57,4,100,4210.53
114,2,100,4210.53
228,1,100,4210.53
1,1,22900,4192.14
229,1,100,4192.14
1,1,23000,4173.91
1,2,11500,4173.91
2,1,11500,4173.91
5,1,4600,4173.91
5,2,2300,4173.91
10,1,2300,4173.91
23,1,1000,4173.91
23,2,500,4173.91
46,1,500,4173.91
115,1,200,4173.91
115,2,100,4173.91
230,1,100,4173.91
1,1,23100,4155.84
3,1,7700,4155.84
7,1,3300,4155.84
11,1,2100,4155.84
21,1,1100,4155.84
33,1,700,4155.84
77,1,300,4155.84
231,1,100,4155.84
1,1,23200,4137.93
1,2,11600,4137.93
2,1,11600,4137.93
1,4,5800,4137.93
2,2,5800,4137.93
4,1,5800,4137.93
1,8,2900,4137.93
2,4,2900,4137.93
4,2,2900,4137.93
8,1,2900,4137.93
29,1,800,4137.93
29,2,400,4137.93
58,1,400,4137.93
29,4,200,4137.93
58,2,200,4137.93
116,1,200,4137.93
29,8,100,4137.93
58,4,100,4137.93
116,2,100,4137.93
232,1,100,4137.93
1,1,23300,4120.17
233,1,100,4120.17
1,1,23400,4102.56
1,2,11700,4102.56
2,1,11700,4102.56
3,1,7800,4102.56
3,2,3900,4102.56
6,1,3900,4102.56
9,1,2600,4102.56
13,1,1800,4102.56
9,2,1300,4102.56
18,1,1300,4102.56
13,2,900,4102.56
26,1,900,4102.56
39,1,600,4102.56
39,2,300,4102.56
78,1,300,4102.56
117,1,200,4102.56
117,2,100,4102.56
234,1,100,4102.56
1,1,23500,4085.11
5,1,4700,4085.11
47,1,500,4085.11
235,1,100,4085.11
1,1,23600,4067.80
1,2,11800,4067.80
2,1,11800,4067.80
1,4,5900,4067.80
2,2,5900,4067.80
4,1,5900,4067.80
59,1,400,4067.80
59,2,200,4067.80
118,1,200,4067.80
59,4,100,4067.80
118,2,100,4067.80
236,1,100,4067.80
1,1,23700,4050.63
3,1,7900,4050.63
79,1,300,4050.63
237,1,100,4050.63
1,1,23800,4033.61
1,2,11900,4033.61
2,1,11900,4033.61
7,1,3400,4033.61
7,2,1700,4033.61
14,1,1700,4033.61
17,1,1400,4033.61
17,2,700,4033.61
34,1,700,4033.61
119,1,200,4033.61
119,2,100,4033.61
238,1,100,4033.61
1,1,23900,4016.74
239,1,100,4016.74
1,1,24000,4000.00
1,2,12000,4000.00
2,1,12000,4000.00
3,1,8000,4000.00
1,4,6000,4000.00
2,2,6000,4000.00
4,1,6000,4000.00
5,1,4800,4000.00
3,2,4000,4000.00
6,1,4000,4000.00
1,8,3000,4000.00
2,4,3000,4000.00
4,2,3000,4000.00
8,1,3000,4000.00
5,2,2400,4000.00
10,1,2400,4000.00
3,4,2000,4000.00
6,2,2000,4000.00
12,1,2000,4000.00
15,1,1600,4000.00
1,16,1500,4000.00
2,8,1500,4000.00
4,4,1500,4000.00
8,2,1500,4000.00
16,1,1500,4000.00
5,4,1200,4000.00
10,2,1200,4000.00
20,1,1200,4000.00
3,8,1000,4000.00
6,4,1000,4000.00
12,2,1000,4000.00
24,1,1000,4000.00
15,2,800,4000.00
30,1,800,4000.00
5,8,600,4000.00
10,4,600,4000.00
20,2,600,4000.00
40,1,600,4000.00
3,16,500,4000.00
6,8,500,4000.00
12,4,500,4000.00
24,2,500,4000.00
48,1,500,4000.00
15,4,400,4000.00
30,2,400,4000.00
60,1,400,4000.00
5,16,300,4000.00
10,8,300,4000.00
20,4,300,4000.00
40,2,300,4000.00
80,1,300,4000.00
15,8,200,4000.00
30,4,200,4000.00
60,2,200,4000.00
120,1,200,4000.00
15,16,100,4000.00
30,8,100,4000.00
60,4,100,4000.00
120,2,100,4000.00
240,1,100,4000.00
1,1,24100,3983.40
241,1,100,3983.40
1,1,24200,3966.94
1,2,12100,3966.94
2,1,12100,3966.94
11,1,2200,3966.94
11,2,1100,3966.94
22,1,1100,3966.94
121,1,200,3966.94
121,2,100,3966.94
242,1,100,3966.94
1,1,24300,3950.62
3,1,8100,3950.62
9,1,2700,3950.62
27,1,900,3950.62
81,1,300,3950.62
243,1,100,3950.62
1,1,24400,3934.43
1,2,12200,3934.43
2,1,12200,3934.43
1,4,6100,3934.43
2,2,6100,3934.43
4,1,6100,3934.43
61,1,400,3934.43
61,2,200,3934.43
122,1,200,3934.43
61,4,100,3934.43
122,2,100,3934.43
244,1,100,3934.43
1,1,24500,3918.37
5,1,4900,3918.37
7,1,3500,3918.37
35,1,700,3918.37
49,1,500,3918.37
245,1,100,3918.37
1,1,24600,3902.44
1,2,12300,3902.44
2,1,12300,3902.44
3,1,8200,3902.44
3,2,4100,3902.44
6,1,4100,3902.44
41,1,600,3902.44
41,2,300,3902.44
82,1,300,3902.44
123,1,200,3902.44
123,2,100,3902.44
246,1,100,3902.44
1,1,24700,3886.64
13,1,1900,3886.64
19,1,1300,3886.64
247,1,100,3886.64
1,1,24800,3870.97
1,2,12400,3870.97
2,1,12400,3870.97
1,4,6200,3870.97
2,2,6200,3870.97
4,1,6200,3870.97
1,8,3100,3870.97
2,4,3100,3870.97
4,2,3100,3870.97
8,1,3100,3870.97
31,1,800,3870.97
31,2,400,3870.97
62,1,400,3870.97
31,4,200,3870.97
62,2,200,3870.97
124,1,200,3870.97
31,8,100,3870.97
62,4,100,3870.97
124,2,100,3870.97
248,1,100,3870.97
1,1,24900,3855.42
3,1,8300,3855.42
83,1,300,3855.42
249,1,100,3855.42
1,1,25000,3840.00
1,2,12500,3840.00
2,1,12500,3840.00
5,1,5000,3840.00
5,2,2500,3840.00
10,1,2500,3840.00
25,1,1000,3840.00
25,2,500,3840.00
50,1,500,3840.00
125,1,200,3840.00
125,2,100,3840.00
250,1,100,3840.00
1,1,25100,3824.70
251,1,100,3824.70
1,1,25200,3809.52
1,2,12600,3809.52
2,1,12600,3809.52
3,1,8400,3809.52
1,4,6300,3809.52
2,2,6300,3809.52
4,1,6300,3809.52
3,2,4200,3809.52
6,1,4200,3809.52
7,1,3600,3809.52
9,1,2800,3809.52
3,4,2100,3809.52
6,2,2100,3809.52
12,1,2100,3809.52
7,2,1800,3809.52
14,1,1800,3809.52
9,2,1400,3809.52
18,1,1400,3809.52
21,1,1200,3809.52
7,4,900,3809.52
14,2,900,3809.52
28,1,900,3809.52
9,4,700,3809.52
18,2,700,3809.52
36,1,700,3809.52
21,2,600,3809.52
42,1,600,3809.52
63,1,400,3809.52
21,4,300,3809.52
42,2,300,3809.52
84,1,300,3809.52
63,2,200,3809.52
126,1,200,3809.52
63,4,100,3809.52
126,2,100,3809.52
252,1,100,3809.52
1,1,25300,3794.47
11,1,2300,3794.47
23,1,1100,3794.47
253,1,100,3794.47
1,1,25400,3779.53
1,2,12700,3779.53
2,1,12700,3779.53
127,1,200,3779.53
127,2,100,3779.53
254,1,100,3779.53
1,1,25500,3764.71
3,1,8500,3764.71
5,1,5100,3764.71
15,1,1700,3764.71
17,1,1500,3764.71
51,1,500,3764.71
85,1,300,3764.71
255,1,100,3764.71
1,1,25600,3750.00
1,2,12800,3750.00
2,1,12800,3750.00
1,4,6400,3750.00
2,2,6400,3750.00
4,1,6400,3750.00
1,8,3200,3750.00
2,4,3200,3750.00
4,2,3200,3750.00
8,1,3200,3750.00
