Main Clock Divider,TCCx Prescaler,Resolution,PWM Frequency
213,1,400,1126.76
71,4,300,1126.76
142,2,300,1126.76
213,2,200,1126.76
213,4,100,1126.76
1,1,85300,1125.44
1,1,85400,1124.12
1,2,42700,1124.12
2,1,42700,1124.12
7,1,12200,1124.12
7,2,6100,1124.12
14,1,6100,1124.12
61,1,1400,1124.12
61,2,700,1124.12
122,1,700,1124.12
1,1,85500,1122.81
3,1,28500,1122.81
5,1,17100,1122.81
9,1,9500,1122.81
15,1,5700,1122.81
19,1,4500,1122.81
45,1,1900,1122.81
57,1,1500,1122.81
95,1,900,1122.81
171,1,500,1122.81
1,1,85600,1121.50
1,2,42800,1121.50
2,1,42800,1121.50
1,4,21400,1121.50
2,2,21400,1121.50
4,1,21400,1121.50
1,8,10700,1121.50
2,4,10700,1121.50
4,2,10700,1121.50
8,1,10700,1121.50
107,1,800,1121.50
107,2,400,1121.50
214,1,400,1121.50
107,4,200,1121.50
214,2,200,1121.50
107,8,100,1121.50
214,4,100,1121.50
1,1,85700,1120.19
1,1,85800,1118.88
1,2,42900,1118.88
2,1,42900,1118.88
3,1,28600,1118.88
3,2,14300,1118.88
6,1,14300,1118.88
11,1,7800,1118.88
13,1,6600,1118.88
11,2,3900,1118.88
22,1,3900,1118.88
13,2,3300,1118.88
26,1,3300,1118.88
33,1,2600,1118.88
39,1,2200,1118.88
33,2,1300,1118.88
66,1,1300,1118.88
39,2,1100,1118.88
78,1,1100,1118.88
143,1,600,1118.88
143,2,300,1118.88
1,1,85900,1117.58
1,1,86000,1116.28
1,2,43000,1116.28
2,1,43000,1116.28
1,4,21500,1116.28
2,2,21500,1116.28
4,1,21500,1116.28
5,1,17200,1116.28
5,2,8600,1116.28
10,1,8600,1116.28
5,4,4300,1116.28
10,2,4300,1116.28
20,1,4300,1116.28
43,1,2000,1116.28
43,2,1000,1116.28
86,1,1000,1116.28
43,4,500,1116.28
86,2,500,1116.28
172,1,500,1116.28
215,1,400,1116.28
215,2,200,1116.28
215,4,100,1116.28
139,1024,120700,1116.07
1,1,86100,1114.98
3,1,28700,1114.98
7,1,12300,1114.98
21,1,4100,1114.98
41,1,2100,1114.98
123,1,700,1114.98
1,1,86200,1113.69
1,2,43100,1113.69
2,1,43100,1113.69
1,1,86300,1112.40
1,1,86400,1111.11
1,2,43200,1111.11
2,1,43200,1111.11
3,1,28800,1111.11
1,4,21600,1111.11
2,2,21600,1111.11
4,1,21600,1111.11
3,2,14400,1111.11
6,1,14400,1111.11
1,8,10800,1111.11
2,4,10800,1111.11
4,2,10800,1111.11
8,1,10800,1111.11
9,1,9600,1111.11
3,4,7200,1111.11
6,2,7200,1111.11
12,1,7200,1111.11
1,16,5400,1111.11
2,8,5400,1111.11
4,4,5400,1111.11
8,2,5400,1111.11
16,1,5400,1111.11
9,2,4800,1111.11
18,1,4800,1111.11
3,8,3600,1111.11
6,4,3600,1111.11
12,2,3600,1111.11
24,1,3600,1111.11
27,1,3200,1111.11
2,16,2700,1111.11
4,8,2700,1111.11
8,4,2700,1111.11
16,2,2700,1111.11
32,1,2700,1111.11
9,4,2400,1111.11
18,2,2400,1111.11
36,1,2400,1111.11
3,16,1800,1111.11
6,8,1800,1111.11
12,4,1800,1111.11
24,2,1800,1111.11
48,1,1800,1111.11
27,2,1600,1111.11
54,1,1600,1111.11
9,8,1200,1111.11
18,4,1200,1111.11
36,2,1200,1111.11
72,1,1200,1111.11
6,16,900,1111.11
12,8,900,1111.11
24,4,900,1111.11
48,2,900,1111.11
96,1,900,1111.11
27,4,800,1111.11
54,2,800,1111.11
108,1,800,1111.11
9,16,600,1111.11
18,8,600,1111.11
36,4,600,1111.11
72,2,600,1111.11
144,1,600,1111.11
27,8,400,1111.11
54,4,400,1111.11
108,2,400,1111.11
216,1,400,1111.11
18,16,300,1111.11
36,8,300,1111.11
72,4,300,1111.11
144,2,300,1111.11
27,16,200,1111.11
54,8,200,1111.11
108,4,200,1111.11
216,2,200,1111.11
54,16,100,1111.11
108,8,100,1111.11
216,4,100,1111.11
1,1,86500,1109.83
5,1,17300,1109.83
173,1,500,1109.83
1,1,86600,1108.55
1,2,43300,1108.55
2,1,43300,1108.55
1,1,86700,1107.27
3,1,28900,1107.27
17,1,5100,1107.27
51,1,1700,1107.27
1,1,86800,1105.99
1,2,43400,1105.99
2,1,43400,1105.99
1,4,21700,1105.99
2,2,21700,1105.99
4,1,21700,1105.99
7,1,12400,1105.99
7,2,6200,1105.99
14,1,6200,1105.99
7,4,3100,1105.99
14,2,3100,1105.99
28,1,3100,1105.99
31,1,2800,1105.99
31,2,1400,1105.99
62,1,1400,1105.99
31,4,700,1105.99
62,2,700,1105.99
124,1,700,1105.99
217,1,400,1105.99
217,2,200,1105.99
217,4,100,1105.99
1,1,86900,1104.72
11,1,7900,1104.72
79,1,1100,1104.72
1,1,87000,1103.45
1,2,43500,1103.45
2,1,43500,1103.45
3,1,29000,1103.45
5,1,17400,1103.45
3,2,14500,1103.45
6,1,14500,1103.45
5,2,8700,1103.45
10,1,8700,1103.45
15,1,5800,1103.45
29,1,3000,1103.45
15,2,2900,1103.45
30,1,2900,1103.45
29,2,1500,1103.45
58,1,1500,1103.45
87,1,1000,1103.45
145,1,600,1103.45
87,2,500,1103.45
174,1,500,1103.45
145,2,300,1103.45
1,1,87100,1102.18
13,1,6700,1102.18
67,1,1300,1102.18
1,1,87200,1100.92
1,2,43600,1100.92
2,1,43600,1100.92
1,4,21800,1100.92
2,2,21800,1100.92
4,1,21800,1100.92
1,8,10900,1100.92
2,4,10900,1100.92
4,2,10900,1100.92
8,1,10900,1100.92
109,1,800,1100.92
109,2,400,1100.92
218,1,400,1100.92
109,4,200,1100.92
218,2,200,1100.92
109,8,100,1100.92
218,4,100,1100.92
1,1,87300,1099.66
3,1,29100,1099.66
9,1,9700,1099.66
97,1,900,1099.66
1,1,87400,1098.40
1,2,43700,1098.40
2,1,43700,1098.40
19,1,4600,1098.40
23,1,3800,1098.40
19,2,2300,1098.40
38,1,2300,1098.40
23,2,1900,1098.40
46,1,1900,1098.40
1,1,87500,1097.14
5,1,17500,1097.14
7,1,12500,1097.14
25,1,3500,1097.14
35,1,2500,1097.14
125,1,700,1097.14
175,1,500,1097.14
1,1,87600,1095.89
1,2,43800,1095.89
2,1,43800,1095.89
3,1,29200,1095.89
1,4,21900,1095.89
2,2,21900,1095.89
4,1,21900,1095.89
3,2,14600,1095.89
6,1,14600,1095.89
3,4,7300,1095.89
6,2,7300,1095.89
12,1,7300,1095.89
73,1,1200,1095.89
73,2,600,1095.89
146,1,600,1095.89
219,1,400,1095.89
73,4,300,1095.89
146,2,300,1095.89
219,2,200,1095.89
219,4,100,1095.89
1,1,87700,1094.64
1,1,87800,1093.39
1,2,43900,1093.39
2,1,43900,1093.39
1,1,87900,1092.15
3,1,29300,1092.15
1,1,88000,1090.91
1,2,44000,1090.91
2,1,44000,1090.91
1,4,22000,1090.91
2,2,22000,1090.91
4,1,22000,1090.91
5,1,17600,1090.91
1,8,11000,1090.91
2,4,11000,1090.91
4,2,11000,1090.91
8,1,11000,1090.91
5,2,8800,1090.91
10,1,8800,1090.91
11,1,8000,1090.91
1,16,5500,1090.91
2,8,5500,1090.91
4,4,5500,1090.91
8,2,5500,1090.91
16,1,5500,1090.91
5,4,4400,1090.91
10,2,4400,1090.91
20,1,4400,1090.91
11,2,4000,1090.91
22,1,4000,1090.91
5,8,2200,1090.91
10,4,2200,1090.91
20,2,2200,1090.91
40,1,2200,1090.91
11,4,2000,1090.91
22,2,2000,1090.91
44,1,2000,1090.91
55,1,1600,1090.91
5,16,1100,1090.91
10,8,1100,1090.91
20,4,1100,1090.91
40,2,1100,1090.91
80,1,1100,1090.91
11,8,1000,1090.91
22,4,1000,1090.91
44,2,1000,1090.91
88,1,1000,1090.91
55,2,800,1090.91
110,1,800,1090.91
11,16,500,1090.91
22,8,500,1090.91
44,4,500,1090.91
88,2,500,1090.91
176,1,500,1090.91
55,4,400,1090.91
110,2,400,1090.91
220,1,400,1090.91
55,8,200,1090.91
110,4,200,1090.91
220,2,200,1090.91
55,16,100,1090.91
110,8,100,1090.91
220,4,100,1090.91
1,1,88100,1089.67
1,1,88200,1088.44
1,2,44100,1088.44
2,1,44100,1088.44
3,1,29400,1088.44
3,2,14700,1088.44
6,1,14700,1088.44
7,1,12600,1088.44
9,1,9800,1088.44
7,2,6300,1088.44
14,1,6300,1088.44
9,2,4900,1088.44
18,1,4900,1088.44
21,1,4200,1088.44
21,2,2100,1088.44
42,1,2100,1088.44
49,1,1800,1088.44
63,1,1400,1088.44
49,2,900,1088.44
98,1,900,1088.44
63,2,700,1088.44
126,1,700,1088.44
147,1,600,1088.44
147,2,300,1088.44
1,1,88300,1087.20
1,1,88400,1085.97
1,2,44200,1085.97
2,1,44200,1085.97
1,4,22100,1085.97
2,2,22100,1085.97
4,1,22100,1085.97
13,1,6800,1085.97
17,1,5200,1085.97
13,2,3400,1085.97
26,1,3400,1085.97
17,2,2600,1085.97
34,1,2600,1085.97
13,4,1700,1085.97
26,2,1700,1085.97
52,1,1700,1085.97
17,4,1300,1085.97
34,2,1300,1085.97
68,1,1300,1085.97
221,1,400,1085.97
221,2,200,1085.97
221,4,100,1085.97
1,1,88500,1084.75
3,1,29500,1084.75
5,1,17700,1084.75
15,1,5900,1084.75
59,1,1500,1084.75
177,1,500,1084.75
1,1,88600,1083.52
1,2,44300,1083.52
2,1,44300,1083.52
1,1,88700,1082.30
1,1,88800,1081.08
1,2,44400,1081.08
2,1,44400,1081.08
3,1,29600,1081.08
1,4,22200,1081.08
2,2,22200,1081.08
4,1,22200,1081.08
3,2,14800,1081.08
6,1,14800,1081.08
1,8,11100,1081.08
2,4,11100,1081.08
4,2,11100,1081.08
8,1,11100,1081.08
3,4,7400,1081.08
6,2,7400,1081.08
12,1,7400,1081.08
3,8,3700,1081.08
6,4,3700,1081.08
12,2,3700,1081.08
24,1,3700,1081.08
37,1,2400,1081.08
37,2,1200,1081.08
74,1,1200,1081.08
111,1,800,1081.08
37,4,600,1081.08
74,2,600,1081.08
148,1,600,1081.08
111,2,400,1081.08
222,1,400,1081.08
37,8,300,1081.08
74,4,300,1081.08
148,2,300,1081.08
111,4,200,1081.08
222,2,200,1081.08
111,8,100,1081.08
222,4,100,1081.08
1,1,88900,1079.86
7,1,12700,1079.86
127,1,700,1079.86
1,1,89000,1078.65
1,2,44500,1078.65
2,1,44500,1078.65
5,1,17800,1078.65
5,2,8900,1078.65
10,1,8900,1078.65
89,1,1000,1078.65
89,2,500,1078.65
178,1,500,1078.65
1,1,89100,1077.44
3,1,29700,1077.44
9,1,9900,1077.44
11,1,8100,1077.44
27,1,3300,1077.44
33,1,2700,1077.44
81,1,1100,1077.44
99,1,900,1077.44
1,1,89200,1076.23
1,2,44600,1076.23
2,1,44600,1076.23
1,4,22300,1076.23
2,2,22300,1076.23
4,1,22300,1076.23
223,1,400,1076.23
223,2,200,1076.23
223,4,100,1076.23
1,1,89300,1075.03
19,1,4700,1075.03
47,1,1900,1075.03
1,1,89400,1073.83
1,2,44700,1073.83
2,1,44700,1073.83
3,1,29800,1073.83
3,2,14900,1073.83
6,1,14900,1073.83
149,1,600,1073.83
149,2,300,1073.83
1,1,89500,1072.63
5,1,17900,1072.63
179,1,500,1072.63
1,1,89600,1071.43
1,2,44800,1071.43
2,1,44800,1071.43
1,4,22400,1071.43
2,2,22400,1071.43
4,1,22400,1071.43
7,1,12800,1071.43
1,8,11200,1071.43
2,4,11200,1071.43
4,2,11200,1071.43
8,1,11200,1071.43
7,2,6400,1071.43
14,1,6400,1071.43
1,16,5600,1071.43
2,8,5600,1071.43
4,4,5600,1071.43
8,2,5600,1071.43
16,1,5600,1071.43
7,4,3200,1071.43
14,2,3200,1071.43
28,1,3200,1071.43
2,16,2800,1071.43
4,8,2800,1071.43
8,4,2800,1071.43
16,2,2800,1071.43
32,1,2800,1071.43
7,8,1600,1071.43
14,4,1600,1071.43
28,2,1600,1071.43
56,1,1600,1071.43
1,64,1400,1071.43
4,16,1400,1071.43
8,8,1400,1071.43
16,4,1400,1071.43
32,2,1400,1071.43
64,1,1400,1071.43
7,16,800,1071.43
14,8,800,1071.43
28,4,800,1071.43
56,2,800,1071.43
112,1,800,1071.43
2,64,700,1071.43
8,16,700,1071.43
16,8,700,1071.43
32,4,700,1071.43
64,2,700,1071.43
128,1,700,1071.43
14,16,400,1071.43
28,8,400,1071.43
56,4,400,1071.43
112,2,400,1071.43
224,1,400,1071.43
7,64,200,1071.43
28,16,200,1071.43
56,8,200,1071.43
112,4,200,1071.43
224,2,200,1071.43
14,64,100,1071.43
56,16,100,1071.43
112,8,100,1071.43
224,4,100,1071.43
1,1,89700,1070.23
3,1,29900,1070.23
13,1,6900,1070.23
23,1,3900,1070.23
39,1,2300,1070.23
69,1,1300,1070.23
1,1,89800,1069.04
1,2,44900,1069.04
2,1,44900,1069.04
1,1,89900,1067.85
29,1,3100,1067.85
31,1,2900,1067.85
1,1,90000,1066.67
1,2,45000,1066.67
2,1,45000,1066.67
3,1,30000,1066.67
1,4,22500,1066.67
2,2,22500,1066.67
4,1,22500,1066.67
5,1,18000,1066.67
3,2,15000,1066.67
6,1,15000,1066.67
9,1,10000,1066.67
5,2,9000,1066.67
10,1,9000,1066.67
3,4,7500,1066.67
6,2,7500,1066.67
12,1,7500,1066.67
15,1,6000,1066.67
9,2,5000,1066.67
18,1,5000,1066.67
5,4,4500,1066.67
10,2,4500,1066.67
20,1,4500,1066.67
25,1,3600,1066.67
15,2,3000,1066.67
30,1,3000,1066.67
9,4,2500,1066.67
18,2,2500,1066.67
36,1,2500,1066.67
45,1,2000,1066.67
25,2,1800,1066.67
50,1,1800,1066.67
15,4,1500,1066.67
30,2,1500,1066.67
60,1,1500,1066.67
75,1,1200,1066.67
45,2,1000,1066.67
90,1,1000,1066.67
25,4,900,1066.67
50,2,900,1066.67
100,1,900,1066.67
75,2,600,1066.67
150,1,600,1066.67
45,4,500,1066.67
90,2,500,1066.67
180,1,500,1066.67
225,1,400,1066.67
75,4,300,1066.67
150,2,300,1066.67
225,2,200,1066.67
225,4,100,1066.67
1,1,90100,1065.48
17,1,5300,1065.48
53,1,1700,1065.48
1,1,90200,1064.30
1,2,45100,1064.30
2,1,45100,1064.30
11,1,8200,1064.30
11,2,4100,1064.30
22,1,4100,1064.30
41,1,2200,1064.30
41,2,1100,1064.30
82,1,1100,1064.30
1,1,90300,1063.12
3,1,30100,1063.12
7,1,12900,1063.12
21,1,4300,1063.12
43,1,2100,1063.12
129,1,700,1063.12
1,1,90400,1061.95
1,2,45200,1061.95
2,1,45200,1061.95
1,4,22600,1061.95
2,2,22600,1061.95
4,1,22600,1061.95
1,8,11300,1061.95
2,4,11300,1061.95
4,2,11300,1061.95
8,1,11300,1061.95
113,1,800,1061.95
113,2,400,1061.95
226,1,400,1061.95
113,4,200,1061.95
226,2,200,1061.95
113,8,100,1061.95
226,4,100,1061.95
1,1,90500,1060.77
5,1,18100,1060.77
181,1,500,1060.77
1,1,90600,1059.60
1,2,45300,1059.60
2,1,45300,1059.60
3,1,30200,1059.60
3,2,15100,1059.60
6,1,15100,1059.60
151,1,600,1059.60
151,2,300,1059.60
1,1,90700,1058.43
1,1,90800,1057.27
1,2,45400,1057.27
2,1,45400,1057.27
1,4,22700,1057.27
2,2,22700,1057.27
4,1,22700,1057.27
227,1,400,1057.27
227,2,200,1057.27
227,4,100,1057.27
1,1,90900,1056.11
3,1,30300,1056.11
9,1,10100,1056.11
101,1,900,1056.11
1,1,91000,1054.95
1,2,45500,1054.95
2,1,45500,1054.95
5,1,18200,1054.95
7,1,13000,1054.95
5,2,9100,1054.95
10,1,9100,1054.95
13,1,7000,1054.95
7,2,6500,1054.95
14,1,6500,1054.95
13,2,3500,1054.95
26,1,3500,1054.95
35,1,2600,1054.95
65,1,1400,1054.95
35,2,1300,1054.95
70,1,1300,1054.95
91,1,1000,1054.95
65,2,700,1054.95
130,1,700,1054.95
91,2,500,1054.95
182,1,500,1054.95
1,1,91100,1053.79
1,1,91200,1052.63
1,2,45600,1052.63
2,1,45600,1052.63
3,1,30400,1052.63
1,4,22800,1052.63
2,2,22800,1052.63
4,1,22800,1052.63
3,2,15200,1052.63
6,1,15200,1052.63
1,8,11400,1052.63
2,4,11400,1052.63
4,2,11400,1052.63
8,1,11400,1052.63
3,4,7600,1052.63
6,2,7600,1052.63
12,1,7600,1052.63
1,16,5700,1052.63
2,8,5700,1052.63
4,4,5700,1052.63
8,2,5700,1052.63
16,1,5700,1052.63
19,1,4800,1052.63
3,8,3800,1052.63
6,4,3800,1052.63
12,2,3800,1052.63
24,1,3800,1052.63
19,2,2400,1052.63
38,1,2400,1052.63
3,16,1900,1052.63
6,8,1900,1052.63
12,4,1900,1052.63
24,2,1900,1052.63
48,1,1900,1052.63
57,1,1600,1052.63
19,4,1200,1052.63
38,2,1200,1052.63
76,1,1200,1052.63
57,2,800,1052.63
114,1,800,1052.63
19,8,600,1052.63
38,4,600,1052.63
76,2,600,1052.63
152,1,600,1052.63
57,4,400,1052.63
114,2,400,1052.63
228,1,400,1052.63
19,16,300,1052.63
38,8,300,1052.63
76,4,300,1052.63
152,2,300,1052.63
57,8,200,1052.63
114,4,200,1052.63
228,2,200,1052.63
57,16,100,1052.63
114,8,100,1052.63
228,4,100,1052.63
1,1,91300,1051.48
11,1,8300,1051.48
83,1,1100,1051.48
1,1,91400,1050.33
1,2,45700,1050.33
2,1,45700,1050.33
1,1,91500,1049.18
3,1,30500,1049.18
5,1,18300,1049.18
15,1,6100,1049.18
61,1,1500,1049.18
183,1,500,1049.18
1,1,91600,1048.03
1,2,45800,1048.03
2,1,45800,1048.03
1,4,22900,1048.03
2,2,22900,1048.03
4,1,22900,1048.03
229,1,400,1048.03
229,2,200,1048.03
229,4,100,1048.03
1,1,91700,1046.89
7,1,13100,1046.89
131,1,700,1046.89
1,1,91800,1045.75
1,2,45900,1045.75
2,1,45900,1045.75
3,1,30600,1045.75
3,2,15300,1045.75
6,1,15300,1045.75
9,1,10200,1045.75
17,1,5400,1045.75
9,2,5100,1045.75
18,1,5100,1045.75
27,1,3400,1045.75
17,2,2700,1045.75
34,1,2700,1045.75
51,1,1800,1045.75
27,2,1700,1045.75
54,1,1700,1045.75
51,2,900,1045.75
102,1,900,1045.75
153,1,600,1045.75
153,2,300,1045.75
1,1,91900,1044.61
1,1,92000,1043.48
1,2,46000,1043.48
2,1,46000,1043.48
1,4,23000,1043.48
2,2,23000,1043.48
4,1,23000,1043.48
5,1,18400,1043.48
1,8,11500,1043.48
2,4,11500,1043.48
4,2,11500,1043.48
8,1,11500,1043.48
5,2,9200,1043.48
10,1,9200,1043.48
5,4,4600,1043.48
10,2,4600,1043.48
20,1,4600,1043.48
23,1,4000,1043.48
5,8,2300,1043.48
10,4,2300,1043.48
20,2,2300,1043.48
40,1,2300,1043.48
23,2,2000,1043.48
46,1,2000,1043.48
23,4,1000,1043.48
46,2,1000,1043.48
92,1,1000,1043.48
115,1,800,1043.48
23,8,500,1043.48
46,4,500,1043.48
92,2,500,1043.48
184,1,500,1043.48
115,2,400,1043.48
230,1,400,1043.48
115,4,200,1043.48
230,2,200,1043.48
115,8,100,1043.48
230,4,100,1043.48
1,1,92100,1042.35
3,1,30700,1042.35
1,1,92200,1041.21
1,2,46100,1041.21
2,1,46100,1041.21
1,1,92300,1040.09
13,1,7100,1040.09
71,1,1300,1040.09
1,1,92400,1038.96
1,2,46200,1038.96
2,1,46200,1038.96
3,1,30800,1038.96
1,4,23100,1038.96
2,2,23100,1038.96
4,1,23100,1038.96
3,2,15400,1038.96
6,1,15400,1038.96
7,1,13200,1038.96
11,1,8400,1038.96
3,4,7700,1038.96
6,2,7700,1038.96
12,1,7700,1038.96
7,2,6600,1038.96
14,1,6600,1038.96
21,1,4400,1038.96
11,2,4200,1038.96
22,1,4200,1038.96
7,4,3300,1038.96
14,2,3300,1038.96
28,1,3300,1038.96
33,1,2800,1038.96
21,2,2200,1038.96
42,1,2200,1038.96
11,4,2100,1038.96
22,2,2100,1038.96
44,1,2100,1038.96
33,2,1400,1038.96
66,1,1400,1038.96
77,1,1200,1038.96
21,4,1100,1038.96
42,2,1100,1038.96
84,1,1100,1038.96
33,4,700,1038.96
66,2,700,1038.96
132,1,700,1038.96
77,2,600,1038.96
154,1,600,1038.96
231,1,400,1038.96
77,4,300,1038.96
154,2,300,1038.96
231,2,200,1038.96
231,4,100,1038.96
1,1,92500,1037.84
5,1,18500,1037.84
25,1,3700,1037.84
37,1,2500,1037.84
185,1,500,1037.84
1,1,92600,1036.72
1,2,46300,1036.72
2,1,46300,1036.72
1,1,92700,1035.60
3,1,30900,1035.60
9,1,10300,1035.60
103,1,900,1035.60
1,1,92800,1034.48
1,2,46400,1034.48
2,1,46400,1034.48
1,4,23200,1034.48
2,2,23200,1034.48
4,1,23200,1034.48
1,8,11600,1034.48
2,4,11600,1034.48
4,2,11600,1034.48
8,1,11600,1034.48
1,16,5800,1034.48
2,8,5800,1034.48
4,4,5800,1034.48
8,2,5800,1034.48
16,1,5800,1034.48
29,1,3200,1034.48
2,16,2900,1034.48
4,8,2900,1034.48
8,4,2900,1034.48
16,2,2900,1034.48
32,1,2900,1034.48
29,2,1600,1034.48
58,1,1600,1034.48
29,4,800,1034.48
58,2,800,1034.48
116,1,800,1034.48
29,8,400,1034.48
58,4,400,1034.48
116,2,400,1034.48
232,1,400,1034.48
29,16,200,1034.48
58,8,200,1034.48
116,4,200,1034.48
232,2,200,1034.48
58,16,100,1034.48
116,8,100,1034.48
232,4,100,1034.48
1,1,92900,1033.37
1,1,93000,1032.26
1,2,46500,1032.26
2,1,46500,1032.26
3,1,31000,1032.26
5,1,18600,1032.26
3,2,15500,1032.26
6,1,15500,1032.26
5,2,9300,1032.26
10,1,9300,1032.26
15,1,6200,1032.26
15,2,3100,1032.26
30,1,3100,1032.26
31,1,3000,1032.26
31,2,1500,1032.26
62,1,1500,1032.26
93,1,1000,1032.26
155,1,600,1032.26
93,2,500,1032.26
186,1,500,1032.26
155,2,300,1032.26
1,1,93100,1031.15
7,1,13300,1031.15
19,1,4900,1031.15
49,1,1900,1031.15
133,1,700,1031.15
1,1,93200,1030.04
1,2,46600,1030.04
2,1,46600,1030.04
1,4,23300,1030.04
2,2,23300,1030.04
4,1,23300,1030.04
233,1,400,1030.04
233,2,200,1030.04
233,4,100,1030.04
1,1,93300,1028.94
3,1,31100,1028.94
1,1,93400,1027.84
1,2,46700,1027.84
2,1,46700,1027.84
1,1,93500,1026.74
5,1,18700,1026.74
11,1,8500,1026.74
17,1,5500,1026.74
55,1,1700,1026.74
85,1,1100,1026.74
187,1,500,1026.74
1,1,93600,1025.64
1,2,46800,1025.64
2,1,46800,1025.64
3,1,31200,1025.64
1,4,23400,1025.64
2,2,23400,1025.64
4,1,23400,1025.64
3,2,15600,1025.64
6,1,15600,1025.64
1,8,11700,1025.64
2,4,11700,1025.64
4,2,11700,1025.64
8,1,11700,1025.64
9,1,10400,1025.64
3,4,7800,1025.64
6,2,7800,1025.64
12,1,7800,1025.64
13,1,7200,1025.64
9,2,5200,1025.64
18,1,5200,1025.64
3,8,3900,1025.64
6,4,3900,1025.64
12,2,3900,1025.64
24,1,3900,1025.64
13,2,3600,1025.64
26,1,3600,1025.64
9,4,2600,1025.64
18,2,2600,1025.64
36,1,2600,1025.64
39,1,2400,1025.64
13,4,1800,1025.64
26,2,1800,1025.64
52,1,1800,1025.64
9,8,1300,1025.64
18,4,1300,1025.64
36,2,1300,1025.64
72,1,1300,1025.64
39,2,1200,1025.64
78,1,1200,1025.64
13,8,900,1025.64
26,4,900,1025.64
52,2,900,1025.64
104,1,900,1025.64
117,1,800,1025.64
39,4,600,1025.64
78,2,600,1025.64
156,1,600,1025.64
117,2,400,1025.64
234,1,400,1025.64
39,8,300,1025.64
78,4,300,1025.64
156,2,300,1025.64
117,4,200,1025.64
234,2,200,1025.64
117,8,100,1025.64
234,4,100,1025.64
1,1,93700,1024.55
1,1,93800,1023.45
1,2,46900,1023.45
2,1,46900,1023.45
7,1,13400,1023.45
7,2,6700,1023.45
14,1,6700,1023.45
67,1,1400,1023.45
67,2,700,1023.45
134,1,700,1023.45
1,1,93900,1022.36
3,1,31300,1022.36
1,1,94000,1021.28
1,2,47000,1021.28
2,1,47000,1021.28
1,4,23500,1021.28
2,2,23500,1021.28
4,1,23500,1021.28
5,1,18800,1021.28
5,2,9400,1021.28
10,1,9400,1021.28
5,4,4700,1021.28
10,2,4700,1021.28
20,1,4700,1021.28
47,1,2000,1021.28
47,2,1000,1021.28
94,1,1000,1021.28
47,4,500,1021.28
94,2,500,1021.28
188,1,500,1021.28
235,1,400,1021.28
235,2,200,1021.28
235,4,100,1021.28
1,1,94100,1020.19
1,1,94200,1019.11
1,2,47100,1019.11
2,1,47100,1019.11
3,1,31400,1019.11
3,2,15700,1019.11
6,1,15700,1019.11
157,1,600,1019.11
157,2,300,1019.11
149,1024,56300,1019.02
1,1,94300,1018.03
23,1,4100,1018.03
41,1,2300,1018.03
1,1,94400,1016.95
1,2,47200,1016.95
2,1,47200,1016.95
1,4,23600,1016.95
2,2,23600,1016.95
4,1,23600,1016.95
1,8,11800,1016.95
2,4,11800,1016.95
4,2,11800,1016.95
8,1,11800,1016.95
1,16,5900,1016.95
2,8,5900,1016.95
4,4,5900,1016.95
8,2,5900,1016.95
16,1,5900,1016.95
59,1,1600,1016.95
59,2,800,1016.95
118,1,800,1016.95
59,4,400,1016.95
118,2,400,1016.95
236,1,400,1016.95
59,8,200,1016.95
118,4,200,1016.95
236,2,200,1016.95
59,16,100,1016.95
118,8,100,1016.95
236,4,100,1016.95
1,1,94500,1015.87
3,1,31500,1015.87
5,1,18900,1015.87
7,1,13500,1015.87
9,1,10500,1015.87
15,1,6300,1015.87
21,1,4500,1015.87
27,1,3500,1015.87
35,1,2700,1015.87
45,1,2100,1015.87
63,1,1500,1015.87
105,1,900,1015.87
135,1,700,1015.87
189,1,500,1015.87
1,1,94600,1014.80
1,2,47300,1014.80
2,1,47300,1014.80
11,1,8600,1014.80
11,2,4300,1014.80
22,1,4300,1014.80
43,1,2200,1014.80
43,2,1100,1014.80
86,1,1100,1014.80
1,1,94700,1013.73
1,1,94800,1012.66
1,2,47400,1012.66
2,1,47400,1012.66
3,1,31600,1012.66
1,4,23700,1012.66
2,2,23700,1012.66
4,1,23700,1012.66
3,2,15800,1012.66
6,1,15800,1012.66
3,4,7900,1012.66
6,2,7900,1012.66
12,1,7900,1012.66
79,1,1200,1012.66
79,2,600,1012.66
158,1,600,1012.66
237,1,400,1012.66
79,4,300,1012.66
158,2,300,1012.66
237,2,200,1012.66
237,4,100,1012.66
1,1,94900,1011.59
13,1,7300,1011.59
73,1,1300,1011.59
1,1,95000,1010.53
1,2,47500,1010.53
2,1,47500,1010.53
5,1,19000,1010.53
5,2,9500,1010.53
10,1,9500,1010.53
19,1,5000,1010.53
25,1,3800,1010.53
19,2,2500,1010.53
38,1,2500,1010.53
25,2,1900,1010.53
50,1,1900,1010.53
95,1,1000,1010.53
95,2,500,1010.53
190,1,500,1010.53
1,1,95100,1009.46
3,1,31700,1009.46
1,1,95200,1008.40
1,2,47600,1008.40
2,1,47600,1008.40
1,4,23800,1008.40
2,2,23800,1008.40
4,1,23800,1008.40
7,1,13600,1008.40
1,8,11900,1008.40
2,4,11900,1008.40
4,2,11900,1008.40
8,1,11900,1008.40
7,2,6800,1008.40
14,1,6800,1008.40
17,1,5600,1008.40
7,4,3400,1008.40
14,2,3400,1008.40
28,1,3400,1008.40
17,2,2800,1008.40
34,1,2800,1008.40
7,8,1700,1008.40
14,4,1700,1008.40
